ID,crisis_behav_media_post_exercise,crisis_mood_states_pre_fatigue,crisis_behav_media_post_tv_media,crisis_behav_media_pre_hours_sleep_weekdays,crisis_mood_states_post_relaxed_vs_anxious,crisis_life_changes_time_outside_home,crisis_life_changes_stress_friend_change,crisis_life_changes_stress_cancellation,crisis_mood_states_post_fatigue,crisis_mood_states_pre_focus,crisis_behav_media_post_bed_weekdays,crisis_mood_states_post_focus,crisis_behav_media_post_videogames,crisis_mood_states_pre_worry,crisis_behav_media_pre_exercise,crisis_covid_worries_others,crisis_mood_states_pre_loneliness,crisis_life_changes_stress_family_change,crisis_life_changes_financial_difficulty,crisis_mood_states_pre__relaxed_vs_anxious,crisis_mood_states_post_negative_thougths,crisis_mood_states_pre_negative_thoughts,crisis_behav_media_pre_bed_weekends,crisis_covid_impact_job_loss,crisis_mood_states_pre_enjoy_activities,crisis_mood_states_post_happy_vs_sad,crisis_behav_media_pre_time_outdoor,crisis_mood_states_pre_happy_vs_sad,crisis_behav_media_pre_hours_sleep_weekends,crisis_behav_media_pre_social_media,crisis_life_changes_stress_stay_at_home,crisis_mood_states_post_irritability,crisis_life_changes_freq_outside_contacts,crisis_mood_states_pre_fidget,crisis_covid_worries_physical,crisis_behav_media_pre_tv_media,crisis_life_changes_difficulty_distancing,crisis_mood_states_post_worry,crisis_behav_media_pre_videogames,crisis_covid_worries_self,crisis_mood_states_pre_irritability,crisis_covid_worries_mental,crisis_life_changes_in_person_conversation,crisis_behav_media_post_bed_weekends,crisis_mood_states_post_fidget,crisis_life_changes_food_insecurity,crisis_behav_media_pre_bed_weekdays,crisis_life_changes_fam_relationship,crisis_covid_impact_school_closed,crisis_behav_media_post_hours_sleep_weekend,crisis_covid_worries_positive_changes,crisis_mood_states_post_enjoy_activities,crisis_behav_media_post_hours_sleep_weekdays,crisis_behav_media_post_social_media,crisis_life_changes_friend_relationship,crisis_covid_worries_reading,crisis_behav_media_post_time_outdoor,crisis_life_changes_houing_instability,crisis_mood_states_post_loneliness,crisis_life_changes_covid_worries_hopefully_end
22164259,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0
2223be42,1.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0
22596858,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,20.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0
225a659a,2.0,3.0,,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,,3.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,7.0,4.0,,0.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,4.0,5.0,1.0,3.0,2.0
225b930c,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0
226ed101,1.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,5.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,0.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0
2284c657,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0
22c0f26b,2.0,1.0,5.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,0.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,,4.0
22f3d6ea,4.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0
2300b1bd,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,,3.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0
2310afbe,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0
2329e30e,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,,5.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,6.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0
237c7b59,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,8.0,4.0,2.0,0.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,2.0,2.0
2398c075,2.0,4.0,5.0,2.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,2.0,5.0,2.0,3.0,0.0,4.0,4.0,0.0,3.0,3.0,,2.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0
23a1e433,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
23e438c1,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,10.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0
23e7a43d,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0
23ece7f0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0
242728e7,2.0,4.0,4.0,3.0,3.0,1.0,5.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,5.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,,1.0,2.0,5.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,5.0,3.0,4.0,0.0,4.0,4.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0
242ac425,4.0,1.0,3.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0
2434953c,2.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,,1.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0
243faab8,2.0,3.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,0.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,3.0
24409405,1.0,5.0,3.0,3.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,,3.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,0.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0
2466c538,3.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,7.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0
2476b761,1.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,,5.0,4.0,5.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0
24822ae3,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0
24854b11,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,5.0
248ea905,2.0,4.0,4.0,3.0,5.0,5.0,1.0,2.0,5.0,,3.0,5.0,1.0,3.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,,2.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,0.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0
2497ad73,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,,5.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0
24a1c713,2.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0
24a4644c,1.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,,2.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0
24a80ed8,3.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,,2.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,,2.0,3.0,0.0,2.0,4.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,5.0
24c0038d,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,,3.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0
24d255ca,1.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0
24e1eecf,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0
24f18f6f,5.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,5.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,5.0
24f603cf,2.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,5.0,3.0,2.0,5.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,,4.0,5.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,5.0,3.0,5.0,1.0,5.0,3.0,2.0,5.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,1.0
2519a83c,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,,4.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,4.0,2.0,0.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0
2521b39c,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,,5.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,0.0,2.0,5.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0
25258c40,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,3.0,5.0,5.0,4.0,3.0,0.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0
2540d152,1.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,0.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0
256be4e4,5.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,,2.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0
25889e63,3.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,20.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0,2.0,2.0
258c613b,3.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,,2.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,2.0
25c0f75a,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,4.0
25c68ab5,5.0,1.0,3.0,1.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0
25cc061f,1.0,1.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
25d3cb12,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0,,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,5.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,1.0,3.0
25e27284,3.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,5.0,2.0,3.0,10.0,2.0,1.0,0.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0
25f7cdd6,1.0,2.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,0.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0
260001c8,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0
261a38e5,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,3.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0
261c8daf,5.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,30.0,4.0,3.0,0.0,3.0,3.0,,4.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0
