ID,crisis_behav_media_post_exercise,crisis_mood_states_pre_fatigue,crisis_behav_media_post_tv_media,crisis_behav_media_pre_hours_sleep_weekdays,crisis_mood_states_post_relaxed_vs_anxious,crisis_life_changes_time_outside_home,crisis_life_changes_stress_friend_change,crisis_life_changes_stress_cancellation,crisis_mood_states_post_fatigue,crisis_mood_states_pre_focus,crisis_behav_media_post_bed_weekdays,crisis_mood_states_post_focus,crisis_behav_media_post_videogames,crisis_mood_states_pre_worry,crisis_behav_media_pre_exercise,crisis_covid_worries_others,crisis_mood_states_pre_loneliness,crisis_life_changes_stress_family_change,crisis_life_changes_financial_difficulty,crisis_mood_states_pre__relaxed_vs_anxious,crisis_mood_states_post_negative_thougths,crisis_mood_states_pre_negative_thoughts,crisis_behav_media_pre_bed_weekends,crisis_covid_impact_job_loss,crisis_mood_states_pre_enjoy_activities,crisis_mood_states_post_happy_vs_sad,crisis_behav_media_pre_time_outdoor,crisis_mood_states_pre_happy_vs_sad,crisis_behav_media_pre_hours_sleep_weekends,crisis_behav_media_pre_social_media,crisis_life_changes_stress_stay_at_home,crisis_mood_states_post_irritability,crisis_life_changes_freq_outside_contacts,crisis_mood_states_pre_fidget,crisis_covid_worries_physical,crisis_behav_media_pre_tv_media,crisis_life_changes_difficulty_distancing,crisis_mood_states_post_worry,crisis_behav_media_pre_videogames,crisis_covid_worries_self,crisis_mood_states_pre_irritability,crisis_covid_worries_mental,crisis_life_changes_in_person_conversation,crisis_behav_media_post_bed_weekends,crisis_mood_states_post_fidget,crisis_life_changes_food_insecurity,crisis_behav_media_pre_bed_weekdays,crisis_life_changes_fam_relationship,crisis_covid_impact_school_closed,crisis_behav_media_post_hours_sleep_weekend,crisis_covid_worries_positive_changes,crisis_mood_states_post_enjoy_activities,crisis_behav_media_post_hours_sleep_weekdays,crisis_behav_media_post_social_media,crisis_life_changes_friend_relationship,crisis_covid_worries_reading,crisis_behav_media_post_time_outdoor,crisis_life_changes_houing_instability,crisis_mood_states_post_loneliness,crisis_life_changes_covid_worries_hopefully_end
1dc217e8,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0
1dcd0c66,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,,4.0,2.0,5.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
1dd67304,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0
1deee505,3.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0
1e321ed5,2.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0
1e3689e3,4.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0
1e6704f6,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,3.0,5.0,4.0,1.0,5.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,0.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0
1ebcb3b5,1.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,1.0,5.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0
1ec183b1,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,8.0,2.0,4.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0
1ef0a072,1.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,6.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,1.0
1ef99a5f,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,,4.0,2.0,5.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0
1f03ac72,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0
1f0c655d,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0
1f12b27e,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,0.0,4.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0
1f478d7d,3.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0
1f4edae5,3.0,2.0,4.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0
1f923242,2.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0
1f9f5f13,4.0,2.0,4.0,2.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,10.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0
1fa9bd31,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,0.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,5.0
1fc20dc0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0
1fc38b53,4.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,5.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,10.0,3.0,2.0,0.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,5.0
1fd05b9c,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0
1fe9c39a,5.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,,4.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,2.0
1ff676ae,5.0,2.0,3.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,,5.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0
1ffc3964,5.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,3.0
202d79e9,1.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,0.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,0.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0
2048f258,2.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,20.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0
204e7af0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0
2051f4bb,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,3.0,20.0,4.0,3.0,0.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0
205c6c46,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,4.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0
2074a18c,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,5.0
2075eb1f,4.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,15.0,1.0,4.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0
20792245,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0
20794802,1.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0
20808a80,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,0.0,4.0,1.0,0.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0
2084e849,4.0,2.0,3.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,15.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0
208bff0a,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,2.0
208d1bcf,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,1.0,,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0
2096863b,4.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0
20cbee08,5.0,3.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,,5.0,4.0,5.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0
20d0e09d,2.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,20.0,1.0,3.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0
20d46473,2.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0
20d5ac24,5.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,,4.0,4.0,5.0,4.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,4.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,5.0
2102be4f,1.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0
21367a7d,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,5.0,1.0,5.0,3.0,3.0,0.0,4.0,3.0,0.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0
21565888,1.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0
215c3cd2,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0
216852a2,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
2174ee02,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0
218e3079,3.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0,2.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0
21cd2cc6,2.0,5.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0
21f36966,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,0.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,5.0
22116d29,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,10.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0
